S.No.,Bidding Authority,REIA,Tender Capacity,Category,Type,Connectivity,RFS No.,RFS Date,RFS Financial Year,eRA,Financial Year,Company,Group Company,Won Capacity,Final Tariff,Initial Tariff,Status (e-RA/LOA/PPA/COD),Signed PPA Cap. (MW),Remarks,Bid Capacity,Bidding Result,Any Success
1136,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,RCRS Innovations Ltd. ,RCRS Innovations Ltd. ,50,1.775,2.05,e-RA,,,50,Full Capacity Won,Yes
1137,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,Viviana Power Tech Ltd,Viviana Power Tech Ltd,100,1.78,2.05,e-RA,,,100,Full Capacity Won,Yes
1138,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,Galaxy Mining and Royalties Pvt. Ltd. ,Galaxy Mining and Royalties Pvt. Ltd. ,100,1.78,2.05,e-RA,,,100,Full Capacity Won,Yes
1139,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,Manda Projects Pvt. Ltd. ,Manda Projects Pvt. Ltd. ,100,1.78,2.05,e-RA,,,100,Full Capacity Won,Yes
1140,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,Mineralia Impex Pvt. Ltd. ,Mineralia Impex Pvt. Ltd. ,50,1.78,2.05,e-RA,,,50,Full Capacity Won,Yes
1141,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,Onward Solar,Onward Solar,100,1.785,2.05,e-RA,,,100,Full Capacity Won,Yes
1142,RVUNL,State,1000,ESS/BESS,BESS,STU,RRUVNL 1000 MW/ 2000 MWh BESS,20-Jun-25,FY 2026,7-Oct-25,FY 2026,S.T Electricals Pvt. Ltd. ,S.T Electricals Pvt. Ltd. ,50,1.785,2.05,e-RA,,,50,Full Capacity Won,Yes
1117,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Ceigall India Limited,Ceigall India Limited,300,2.7,,e-RA,,,300,Full Capacity Won,Yes
1118,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Purvah Green Power Pvt. Ltd. ,Purvah Green,0,2.705,,e-RA,,,300,Unsuccessful,No
1119,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Waree Forever Energies Pvt. Ltd. ,Waree,0,2.732,,e-RA,,,300,Unsuccessful,No
1120,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Apraava Energy,Apraava,0,2.754,,e-RA,,,300,Unsuccessful,No
1121,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Ampin Energy Pvt. Ltd.,Ampin,0,2.765,,e-RA,,,300,Unsuccessful,No
1122,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Dilip Buildcon Ltd.,Dilip Buildcon Ltd.,0,2.801,,e-RA,,,300,Unsuccessful,No
1123,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-1-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Serentica Renewables India Pvt. Ltd,Serentica,0,2.95,,e-RA,,,300,Unsuccessful,No
1124,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Acme Solar Holdings Ltd. ,Acme,300,2.764,,e-RA,,,300,Full Capacity Won,Yes
1125,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Ceigall India Limited,Ceigall India Limited,0,2.765,,e-RA,,,300,Unsuccessful,No
1126,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Purvah Green Power Pvt. Ltd. ,Purvah Green,0,2.787,,e-RA,,,300,Unsuccessful,No
1127,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Dilip Buildcon Ltd.,Dilip Buildcon Ltd.,0,2.799,,e-RA,,,300,Unsuccessful,No
1128,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Engie Energy India Pvt. Ltd. ,Engie,0,2.8,,e-RA,,,300,Unsuccessful,No
1129,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Shivalaya Construction,Shivalaya,0,3.01,,e-RA,,,300,Unsuccessful,No
1130,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,MB Power (Madhya Pradesh) Ltd. ,MB Power (Madhya Pradesh) Ltd. ,0,3.08,,e-RA,,,300,Unsuccessful,No
1131,RUMSL,State,300,RTC/FDRE,Solar+ESS,STU,RUMSL-Solar+ESS-Morena 600 MW (Unit-2-300 MW),25-Sep-24,FY 2025,18-Sep-25,FY 2026,Waree Forever Energies Pvt. Ltd. ,Waree,0,3.22,,e-RA,,,300,Unsuccessful,No
1116,KPTCL,State,150,ESS/BESS,BESS,STU,KPTCL - 150 MW/300 MWh-BESS,11-Jun-25,FY 2026,20-Aug-25,FY 2026,Prostram info systems,Prostram,150,2.54,,e-RA,,,150,Full Capacity Won,Yes
1112,Tata,State,250,FDRE,FDRE,STU,Tata-250 MW-FDRE,29-Apr-25,FY 2026,18-Aug-25,FY 2026,Juniper Green Energy,Juniper,70,4.76,,e-RA,,,70,Full Capacity Won,Yes
1113,Tata,State,250,FDRE,FDRE,STU,Tata-250 MW-FDRE,29-Apr-25,FY 2026,18-Aug-25,FY 2026,Navayuga,Navayuga,50,4.77,,e-RA,,,50,Full Capacity Won,Yes
1114,Tata,State,250,FDRE,FDRE,STU,Tata-250 MW-FDRE,29-Apr-25,FY 2026,18-Aug-25,FY 2026,Acme,ACME,50,4.77,,e-RA,,,50,Full Capacity Won,Yes
1115,Tata,State,250,FDRE,FDRE,STU,Tata-250 MW-FDRE,29-Apr-25,FY 2026,18-Aug-25,FY 2026,Tata,Tata,50,4.77,,e-RA,,,50,Full Capacity Won,Yes
1110,NVVN,Central,250,ESS/BESS,BESS,STU,NVVN-250 MW-1 GWh-BESS-UP-BESS (+VGF) -2,22-Feb-25,FY 2025,25-Jul-25,FY 2026,Sunsure,Sunsure,125,6.64,,PPA signed,125,,125,Full Capacity Won,Yes
1111,NVVN,Central,250,ESS/BESS,BESS,STU,NVVN-250 MW-1 GWh-BESS-UP-BESS (+VGF) -2,22-Feb-25,FY 2025,25-Jul-25,FY 2026,Enerica Infra,Enerica ,125,6.65,,PPA signed,125,,125,Full Capacity Won,Yes
1097,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Oriano Clean Energy ,Oriano,50,2.44,2.95,LoA Issued,,,50,Full Capacity Won,Yes
1098,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Waaree Forever,Waree,100,2.44,2.72,LoA Issued,,,100,Full Capacity Won,Yes
1099,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Patel Infrastructure,Patel Infra,350,2.45,2.74,LoA Issued,,,500,Partial Capacity Won,Yes
1100,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Sun Drops Energia (KP Group),KP Group,0,2.46,3.31,Not Applicable,,,100,Unsuccessful,No
1101,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,SolarCraft (Blupine),Blupine,0,2.5,2.85,Not Applicable,,,70,Unsuccessful,No
1102,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Welspun,Welspun,0,2.5,2.79,Not Applicable,,,300,Unsuccessful,No
1103,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,SAEL,SAEL,0,2.54,2.8,Not Applicable,,,100,Unsuccessful,No
1104,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Terra Clean Ltd. (IOCL),IOCL,0,2.63,2.68,Not Applicable,,,300,Unsuccessful,No
1105,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,MKC Infrastructre,MKC,0,2.65,3.3,Not Applicable,,,50,Unsuccessful,No
1106,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Avaada Energy Pvt. Ltd.,Avaada,0,2.73,2.83,Not Applicable,,,500,Unsuccessful,No
1107,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,NLC India,NLC,0,2.99,2.99,Not Applicable,,,300,Unsuccessful,No
1108,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,ReNew,ReNew,0,3.14,3.14,Not Applicable,,,160,Unsuccessful,No
1109,GUVNL,State,500,Solar,Solar,STU,GUVNL-500 MW-Solar-Ph. 27 (+500 MW under Greenshoe),22-May-25,FY 2026,23-Jul-25,FY 2026,Shivalaya Construction,Shivalaya,0,3.29,3.29,Not Applicable,,,50,Unsuccessful,No
1083,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Reliance Nu Energy,Reliance(Anil),390,3.13,3.66,LoA Issued,,,390,Full Capacity Won,Yes
1084,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,JBM Renewables,JBM,150,3.13,3.99,LoA Issued,,,150,Full Capacity Won,Yes
1085,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,PNC Infratech,PNC Infratech,300,3.13,3.36,LoA Issued,,,300,Full Capacity Won,Yes
1086,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,SAEL,SAEL,300,3.13,3.62,LoA Issued,,,300,Full Capacity Won,Yes
1087,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Navayuga Engg.,Navayuga Engg.,60,3.13,4,LoA Issued,,,200,Partial Capacity Won,Yes
1088,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Sembcorp,Sembcorp,0,3.14,3.6,Not Applicable,,,150,Unsuccessful,No
1089,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Engie,Engie,0,3.16,4,Not Applicable,,,150,Unsuccessful,No
1090,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,ACME,ACME,0,3.22,3.8,Not Applicable,,,600,Unsuccessful,No
1091,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Jindal India,Jindal Renewables,0,3.54,3.62,Not Applicable,,,300,Unsuccessful,No
1092,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,NTPC,NTPC,0,3.6,3.6,Not Applicable,,,300,Unsuccessful,No
1093,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Hindustan Power,Hindustan Renewables,0,3.64,3.99,Not Applicable,,,200,Unsuccessful,No
1094,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,ReNew,Renew,0,3.86,3.87,Not Applicable,,,300,Unsuccessful,No
1095,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Avaada Energy,Avaada,0,3.99,3.99,Not Applicable,,,600,Unsuccessful,No
1096,NHPC,Central,1200,RTC/FDRE,Solar+ESS,CTU,NHPC - 1.2 GW Solar +  600 MW/ 2.4 GWh ESS (+1.2 GW under Greenshoe),26-Mar-25,FY 2025,15-Jul-25,FY 2026,Adani,Adani,0,4.02,4.02,Not Applicable,,,600,Unsuccessful,No
1065,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Patel Engineering,Patel Infra,187.5,3.59,4.59,PPA signed,187.5,,187.5,Full Capacity Won,Yes
1066,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Enerica Infra,Indigrid,187.5,3.59,4.685,PPA signed,187.5,,187.5,Full Capacity Won,Yes
1067,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Esyasoft Technology,Esyasoft Technology,0,3.6,4.53,e-RA,,,187.5,Unsuccessful,No
1068,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,JCRG (Jakson),JCRG (Jakson),0,3.62,4.47,e-RA,,,125,Unsuccessful,No
1069,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Apraava,Apraava,0,3.644,4.395,e-RA,,,187.5,Unsuccessful,No
1070,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,PNC Infratech,PNC Infratech,0,3.65,4.48,e-RA,,,187.5,Unsuccessful,No
1071,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,ACME,ACME,0,3.7,4.35,e-RA,,,187.5,Unsuccessful,No
1072,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Sunsure,Sunsure,0,3.96,4.59,e-RA,,,125,Unsuccessful,No
1073,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Navayuga Engg.,Navayuga Engg.,0,4.005,4.75,e-RA,,,187.5,Unsuccessful,No
1074,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Hindustan Power,Hindustan Power,0,4.26,4.79,e-RA,,,125,Unsuccessful,No
1075,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,NTPC,NTPC,0,4.279,4.5,e-RA,,,187.5,Unsuccessful,No
1076,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Tata,Tata,0,4.7,4.7,e-RA,,,187.5,Unsuccessful,No
1077,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Sembcorp,Sembcorp,0,4.7,4.7,e-RA,,,187.5,Unsuccessful,No
1078,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Reliance NU Energies,Reliance NU Energies,0,4.77,4.77,e-RA,,,187.5,Unsuccessful,No
1079,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,SolarWorld,SolarWorld,0,4.8,4.8,e-RA,,,125,Unsuccessful,No
1080,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,JSW,JSW,0,4.81,4.81,e-RA,,,187.5,Unsuccessful,No
1081,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,Avaada Energy,Avaada Energy,0,4.81,4.81,e-RA,,,187.5,Unsuccessful,No
1082,SJVN,Central,375,ESS/BESS,BESS,STU,SJVN_375 MW-1500 MWh_UP_BESS+VGF_BESS-1_Feb 2025,2/21/2025,FY 2025,6-Jul-25,FY 2026,H.G Infra Engg.,H.G Infra Engg.,0,4.84,4.84,e-RA,,,187.5,Unsuccessful,No
1059,BSPGCL,State,125,ESS/BESS,BESS,STU,BSPGCL-125 MW-500 MWh-BESS+VGF_Feb 2025,1/31/2025,FY 2025,25-Jun-25,FY 2026,Barbarik Projects,Barbarik Projects,37.5,4.44,,e-RA,,Date of Auction is tentative,37.5,Full Capacity Won,Yes
1060,BSPGCL,State,125,ESS/BESS,BESS,STU,BSPGCL-125 MW-500 MWh-BESS+VGF_Feb 2025,1/31/2025,FY 2025,25-Jun-25,FY 2026,Prostram info systems,Prostram info systems,30,4.44,,e-RA,,Date of Auction is tentative,30,Full Capacity Won,Yes
1061,BSPGCL,State,125,ESS/BESS,BESS,STU,BSPGCL-125 MW-500 MWh-BESS+VGF_Feb 2025,1/31/2025,FY 2025,25-Jun-25,FY 2026,Hindustan Thermal Project (Hindustan Power),Hindustan Power,30,4.44,,e-RA,,Date of Auction is tentative,30,Full Capacity Won,Yes
1062,BSPGCL,State,125,ESS/BESS,BESS,STU,BSPGCL-125 MW-500 MWh-BESS+VGF_Feb 2025,1/31/2025,FY 2025,25-Jun-25,FY 2026,Suryam International,Suryam International,10,4.44,,e-RA,,Date of Auction is tentative,10,Full Capacity Won,Yes
1063,BSPGCL,Central REIA,125,ESS/BESS,BESS,STU,BSPGCL-125 MW-500 MWh-BESS+VGF_Feb 2025,1/31/2025,FY 2025,25-Jun-25,FY 2026,Kundan Green Energy,Kundan Green Energy,10,4.44,,e-RA,,Date of Auction is tentative,10,Full Capacity Won,Yes
1064,BSPGCL,Central REIA,125,ESS/BESS,BESS,STU,BSPGCL-125 MW-500 MWh-BESS+VGF_Feb 2025,1/31/2025,FY 2025,25-Jun-25,FY 2026,Saatvik Green Energy,Saatvik Green Energy,7.5,4.44,,e-RA,,Date of Auction is tentative,7.5,Full Capacity Won,Yes
1036,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW/ 1 GWh-BESS-2 (A.P.)
[225 MW-220 kV Jammalamadugu S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Patel Infrastructure Ltd.,Patel Infra,225,2.08,2.99,PPA signed,225,220 kV Jammalamadugu S/s,225,Full Capacity Won,Yes
1037,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW/ 1 GWh-BESS-2 (A.P.)
[225 MW-220 kV Jammalamadugu S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,ACME,ACME,0,2.09,2.55,e-RA,,220 kV Jammalamadugu S/s,225,Unsuccessful,No
1038,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW/ 1 GWh-BESS-2 (A.P.)
[225 MW-220 kV Jammalamadugu S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,HG Infra,HG Infra,0,2.16,2.7,e-RA,,220 kV Jammalamadugu S/s,225,Unsuccessful,No
1039,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW/ 1 GWh-BESS-2 (A.P.)
[225 MW-220 kV Jammalamadugu S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Apraava,Apraava,0,2.27,2.841,e-RA,,220 kV Jammalamadugu S/s,225,Unsuccessful,No
1040,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW/ 1 GWh-BESS-2 (A.P.)
[225 MW-220 kV Jammalamadugu S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,SECI,SECI,0,2.53,3.06,e-RA,,220 kV Jammalamadugu S/s,225,Unsuccessful,No
1041,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW/ 1 GWh-BESS-2 (A.P.)
[225 MW-220 kV Jammalamadugu S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Power Mech Projects,Power Mech Projects,0,2.75,2.75,e-RA,,220 kV Jammalamadugu S/s,225,Unsuccessful,No
1042,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,ACME,ACME,225,2.22,2.55,PPA signed,225,400 kV Ghani S/s,225,Full Capacity Won,Yes
1043,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Apraava,Apraava,0,2.23,2.841,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1044,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Navayuga Engg. Company Ltd.,Navayuga Engg. Company Ltd.,0,2.3,2.92,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1045,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,HG Infra,HG Infra,0,2.7,2.7,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1046,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,NTPC,NTPC,0,2.73,2.73,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1047,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Power Mech Projects,Power Mech Projects,0,2.75,2.75,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1048,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Patel Infrastructure Ltd.,Patel Infrastructure Ltd.,0,2.99,2.99,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1049,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[400 kV Ghani S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,Hindustan Power,Hindustan Power,0,3.03,3.03,e-RA,,400 kV Ghani S/s,225,Unsuccessful,No
1050,NHPC,Central,500,ESS/BESS,BESS,STU,"NHPC - 500 MW-BESS-2 (A.P.)
[220 kV Kuppam S/s]",2/14/2025,FY 2025,6/24/2025,FY 2026,ACME,ACME,50,2.1,2.56,PPA signed,50,220 kV Kuppam S/s,50,Full Capacity Won,Yes
