S.No.,Bidding Authority,REIA,Tender Capacity,Category,Type,Connectivity,RFS No.,RFS Date,RFS Financial Year,eRA,Financial Year,Company,Group Company,Won Capacity,Final Tariff,Initial Tariff,Status (e-RA/LOA/PPA/COD),Signed PPA Cap. (MW),Remarks,Bid Capacity,Bidding Result,Any Success
136,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,NTPC Renewables,NTPC,325,2.35,,PPA Signed,,,325,Full Capacity Won,Yes
137,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Solar Arise (Talettutayi),Solar Arise,125,2.33,,PPA Signed,,,125,Full Capacity Won,Yes
138,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Tata Power (TP Saurya),Tata,0,2.74,,Not Applicable,,,450,Unsuccessful,No
139,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Renew Power,Renew,0,2.747,,Not Applicable,,,450,Unsuccessful,No
140,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,SJVN Limited,SJVN,0,2.85,,Not Applicable,,,450,Unsuccessful,No
141,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Avaada,AVAADA,0,2.853,,Not Applicable,,,450,Unsuccessful,No
142,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,O2 Power (Beempow),O2 Power,0,2.88,,Not Applicable,,,450,Unsuccessful,No
143,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Torrent Power Limited,Torrent,0,2.893,,Not Applicable,,,450,Unsuccessful,No
144,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Ayana Renewables,Ayana,0,2.94,,Not Applicable,,,450,Unsuccessful,No
145,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Aljiomaih,Al-Jomaih,0,2.96,,Not Applicable,,,450,Unsuccessful,No
146,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Azure,Azure,0,2.99,,Not Applicable,,,450,Unsuccessful,No
147,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Sprng Energy,Sprng,0,2.993,,Not Applicable,,,450,Unsuccessful,No
148,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Acme,Acme,0,3.053,,Not Applicable,,,450,Unsuccessful,No
149,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,NHDC,NHDC,0,3.38,,Not Applicable,,,450,Unsuccessful,No
150,RUMSL,State,450,Solar,Solar,STU,RUMSL 450MW Shajapur Solar Park,,,19-Jul-21,FY 2022,Engie (Luceo),Engie,0,3.427,,Not Applicable,,,450,Unsuccessful,No
125,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Acme Holdings,Acme,300,2.42,,PPA Signed,,,300,Full Capacity Won,Yes
126,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Renew Power,Renew,200,2.43,,PPA Signed,,,200,Full Capacity Won,Yes
127,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Tata Power,Tata,0,2.44,,Not Applicable,,,500,Unsuccessful,No
128,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Avaada ,AVAADA,0,2.51,,Not Applicable,,,500,Unsuccessful,No
129,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,NTPC Limited,NTPC,0,2.53,,Not Applicable,,,490,Unsuccessful,No
130,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Power Mech Projects Limited,Power Mech,0,2.69,,Not Applicable,,,25,Unsuccessful,No
131,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Torrent Power Limited,Torrent,0,2.77,,Not Applicable,,,100,Unsuccessful,No
132,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Azure Power,Azure,0,2.78,,Not Applicable,,,300,Unsuccessful,No
133,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Maharashtra State Power Generation Co. Limited,MAHAGENCO,0,2.8,,Not Applicable,,,200,Unsuccessful,No
134,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Cyclic Energy Private Limited (O2),O2 Power,0,2.88,,Not Applicable,,,300,Unsuccessful,No
135,MSEDCL,State,500,Solar,Solar,STU,MSEDCL 500MW Solar,,,7-Jul-21,FY 2022,Maharashtra State Road Development Corporation Limited,Maharashtra State Road Development Corporation Limited,0,2.95,,Not Applicable,,,150,Unsuccessful,No
116,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,Coal India Limited,CIL,100,2.2,2.2,PPA Signed,,,500,Partial Capacity Won,Yes
117,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,NTPC Renewables,NTPC,150,2.2,2.2,PPA Signed,,,500,Partial Capacity Won,Yes
118,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,SJVN Limited,SJVN,70,2.21,2.21,COD achieved,,,500,Partial Capacity Won,Yes
119,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,Sprng Energy,Sprng,120,2.2,2.2,PPA Signed,,,500,Partial Capacity Won,Yes
120,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,TP Saurya Limited,Tata,60,2.2,2.2,COD achieved,,,500,Partial Capacity Won,Yes
121,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,Ajiomaih Energy and Water Co.,Al-Jomaih,0,2.49,2.21,Not Applicable,,,500,Unsuccessful,No
122,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,Ayana Renewables,Ayana,0,2.55,2.28,Not Applicable,,,500,Unsuccessful,No
123,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,Renew Power,Renew,0,2.49,2.32,Not Applicable,,,500,Unsuccessful,No
124,GUVNL,State,500,Solar,Solar,STU,GUVNL 500MW Phase XII,,,22-Mar-21,FY 2021,Juniper Green,Juniper,0,2.65,2.65,Not Applicable,,,500,Unsuccessful,No
105,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Adani,Adani,300,2.77,,PPA Signed,,,1200,Partial Capacity Won,Yes
106,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Ayana Renewable,Ayana,300,2.78,,PPA Signed,,,1200,Partial Capacity Won,Yes
107,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Evergreen Power,Ever Green,150,2.78,,COD achieved,,,1200,Partial Capacity Won,Yes
108,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,JSW Energy,JSW,450,2.78,,PPA Signed,,,1200,Partial Capacity Won,Yes
109,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Azure Power,Azure,0,2.79,,Not Applicable,,,300,Unsuccessful,No
110,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,O2 Power,O2 Power,0,2.8,,Not Applicable,,,300,Unsuccessful,No
111,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Shirdi Sai Electricals,Shirdi Sai,0,2.84,,Not Applicable,,,300,Unsuccessful,No
112,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,AMP Energy,Amp,0,2.89,,Not Applicable,,,150,Unsuccessful,No
113,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Tunga Renewables,Tunga,0,3.06,,Not Applicable,,,150,Unsuccessful,No
114,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Renew,Renew,0,3.28,,Not Applicable,,,300,Unsuccessful,No
115,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch X,,,15-Mar-21,FY 2021,Halvad Renewables,Halvad Renewables,0,3.39,,Not Applicable,,,300,Unsuccessful,No
102,MSEDCL,State,250,Solar,Solar,STU,MAHAGENCO 250MW Dhondaicha,,,3-Mar-21,FY 2021,TP Saurya (Tata Power),Tata,250,2.51,,PPA Signed,,,250,Full Capacity Won,Yes
103,MSEDCL,State,250,Solar,Solar,STU,MAHAGENCO 250MW Dhondaicha,,,3-Mar-21,FY 2021,SJVN,SJVN,0,2.53,,Not Applicable,,,250,Unsuccessful,No
104,MSEDCL,State,250,Solar,Solar,STU,MAHAGENCO 250MW Dhondaicha,,,3-Mar-21,FY 2021,NTPC Renewable Energy,NTPC,0,2.82,,Not Applicable,,,250,Unsuccessful,No
93,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Rising Sun Energy,Rising Sun,190,2.25,,PPA Signed,,,190,Full Capacity Won,Yes
94,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Spring Natural,Sprng,0,2.47,,Not Applicable,,,190,Unsuccessful,No
95,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,SBE Renewables,SBE,0,2.48,,Not Applicable,,,190,Unsuccessful,No
96,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Solarpack Corporacion,Solarpack,0,2.5,,Not Applicable,,,190,Unsuccessful,No
97,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Avaada Energy,AVAADA,0,2.56,,Not Applicable,,,190,Unsuccessful,No
98,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,TP Saurya,TP Saurya,0,2.61,,Not Applicable,,,190,Unsuccessful,No
99,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Ayana Renewable,Ayana,0,2.62,,Not Applicable,,,190,Unsuccessful,No
100,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Vector Green,Vector Green,0,2.63,,Not Applicable,,,190,Unsuccessful,No
101,NTPC,Central REIA,190,Solar,Solar,ISTS,NTPC Nokh solar park 190 MW,,,19-Feb-21,FY 2021,Renew Solar Power,Renew,0,2.75,,Not Applicable,,,190,Unsuccessful,No
89,Torrent,State,300,Solar,Solar,STU,Torrent 300 MW Solar Projects ,,,18-Feb-21,FY 2021,Adani,Adani,150,2.22,,COD achieved,,,150,Full Capacity Won,Yes
90,Torrent,State,300,Solar,Solar,STU,Torrent 300 MW Solar Projects ,,,18-Feb-21,FY 2021,Torrent Power,Torrent,150,2.22,,COD achieved,,,150,Full Capacity Won,Yes
91,Torrent,State,300,Solar,Solar,STU,Torrent 300 MW Solar Projects ,,,18-Feb-21,FY 2021,Renew Solar Power,Renew,0,2.23,,Not Applicable,,,150,Unsuccessful,No
92,Torrent,State,300,Solar,Solar,STU,Torrent 300 MW Solar Projects ,,,18-Feb-21,FY 2021,Juniper ,Juniper,0,2.26,,Not Applicable,,,50,Unsuccessful,
79,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Adani Renewables,Adani,450,2.7,,PPA Signed,450,,450,Full Capacity Won,Yes
80,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Azure Power,Azure,120,2.7,,PPA Signed,120,,300,Partial Capacity Won,Yes
81,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Anupavan Renewables (Evergreen),Ever Green,150,2.69,,PPA Signed,150,,150,Full Capacity Won,Yes
82,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Renew,Renew,300,2.69,,PPA Signed,300,,300,Full Capacity Won,Yes
83,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Green Infra (Sembcorp),Sembcorp,180,2.69,,PPA Signed,180,,180,Full Capacity Won,Yes
84,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,O2 Power,O2 Power,0,2.72,,Not Applicable,,,200,Unsuccessful,No
85,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,JSW,JSW,0,2.8,,Not Applicable,,,300,Unsuccessful,No
86,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Project Nine Renewables (Ayana Renewables),Ayana,0,2.8,,Not Applicable,,,300,Unsuccessful,No
87,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Torrent Power,Torrent,0,2.84,,Not Applicable,,,240,Unsuccessful,No
88,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200MW Wind Tranch XI,,,9-Feb-21,FY 2021,Tunga Renewables (Enel),ENEL,0,2.89,,Not Applicable,,,190,Unsuccessful,No
73,APSPDCL,State,6400,Solar,Solar,STU,AP 6.4 GW Solar Parks Tender,,,3-Feb-21,FY 2021,Adani Renewables Energy Holding Twelve Limited,Adani,600,2.49,,Tender Cancelled,,,600,Full Capacity Won,Yes
74,APSPDCL,State,6400,Solar,Solar,STU,AP 6.4 GW Solar Parks Tender,,,3-Feb-21,FY 2021,HES Infra Private Limited,HES Infra,300,2.49,,Tender Cancelled,,,600,Partial Capacity Won,Yes
75,APSPDCL,State,6400,Solar,Solar,STU,AP 6.4 GW Solar Parks Tender,,,3-Feb-21,FY 2021,NTPC Limited,NTPC,600,2.48,,Tender Cancelled,,,600,Full Capacity Won,Yes
76,APSPDCL,State,6400,Solar,Solar,STU,AP 6.4 GW Solar Parks Tender,,,3-Feb-21,FY 2021,Shirdi Sai Electricals Limited,Shirdi Sai,1800,2.48,,Tender Cancelled,,,1800,Full Capacity Won,Yes
77,APSPDCL,State,6400,Solar,Solar,STU,AP 6.4 GW Solar Parks Tender,,,3-Feb-21,FY 2021,Shirdi Sai Electricals Limited,Shirdi Sai,400,2.49,,Tender Cancelled,,,400,Full Capacity Won,Yes
78,APSPDCL,State,6400,Solar,Solar,STU,AP 6.4 GW Solar Parks Tender,,,3-Feb-21,FY 2021,Torrent Power,Torrent,300,2.47,,Tender Cancelled,,,300,Full Capacity Won,Yes
63,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,ACME Solar Holdings,Acme,90,2.42,,PPA Signed,,,300,Partial Capacity Won,Yes
64,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,Adani Renewable Energy,adani,600,2.41,,PPA Signed,,,600,Full Capacity Won,Yes
65,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,AMP Energy,Amp,130,2.41,,PPA Signed,,,130,Full Capacity Won,Yes
66,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,ABC (Axis) Renewables (Brookfield),Brookfield,380,2.41,,PPA Signed,,,380,Full Capacity Won,Yes
67,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,O2 Power,O2 Power,0,2.43,,Not Applicable,,,400,Unsuccessful,No
68,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,NLC India,NLC,0,2.43,,Not Applicable,,,250,Unsuccessful,No
69,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,Sprng Energy (Actis),Sprng,0,2.44,,Not Applicable,,,300,Unsuccessful,No
70,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,Renew Solar,Renew,0,2.51,,Not Applicable,,,450,Unsuccessful,No
71,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,Azure India,Azure,0,2.68,,Not Applicable,,,350,Unsuccessful,No
72,SECI,Central REIA,1200,Hybrid,Hybrid,ISTS,SECI 1200 MW Solar Wind Hybrid Tranche III,,,23-Dec-20,FY 2021,Green Infra (Sembcorp),Sembcorp,0,2.68,,Not Applicable,,,150,Unsuccessful,No
51,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,ADITYA BIRLA RENEWABLES LIMITED,ABREL,120,1.99,2.3,PPA Signed,,,140,Partial Capacity Won,Yes
52,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Aljomaih Energy & Water Company,Al-Jomaih,80,1.99,2.2,PPA Signed,,,80,Full Capacity Won,Yes
53,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,NTPC Limited,NTPC,200,1.99,2.19,PPA Signed,,,200,Full Capacity Won,Yes
54,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Torrent Power Limited,Torrent,100,1.99,2.32,PPA Signed,,,100,Full Capacity Won,Yes
55,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Ayana Renewable Power Four Private Limited,Ayana,0,2.35,2,Not Applicable,,,400,Unsuccessful,No
56,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Talettutayi Solar Projects Nine Pvt. Ltd. (Solar Arise),Solar Arise,0,2.32,2.08,Not Applicable,,,100,Unsuccessful,No
57,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,SJVN LIMITED,SJVN,0,2.43,2.1,Not Applicable,,,500,Unsuccessful,No
58,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Sprng Natural Power Source Private Limited (Actis),Actis,0,2.39,2.12,Not Applicable,,,200,Unsuccessful,No
59,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Adani Renewable Energy Holding Fifteen Limited,Adani,0,2.32,2.32,Not Applicable,,,400,Unsuccessful,No
60,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,Avaada Energy Private Limited,AVAADA,0,2.33,2.33,Not Applicable,,,200,Unsuccessful,No
61,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,AMP ENERGY GREEN PRIVATE LIMITED,Amp,0,2.35,2.35,Not Applicable,,,40,Unsuccessful,No
62,GUVNL,State,500,Solar,Solar,STU,GUVNL 500 MW Solar Tranche XI,,,19-Dec-20,FY 2021,CALPINE SUBSICO SOLAR ENERGY PRIVATE LIMITED (UPC Renewables),UPC,0,2.41,2.41,Not Applicable,,,80,Unsuccessful,No
37,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Aljomaih Energy & Water Company,Al-Jomaih,200,2,2.38,PPA signed,,,200,Full Capacity Won,Yes
38,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,NTPC Limited,NTPC,470,2.01,2.35,PPA signed,,,600,Partial Capacity Won,Yes
39,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Green Infra Wind Energy Limited (Sembcorp),Sembcorp,400,2,2.2,PPA signed,,,400,Full Capacity Won,Yes
40,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Sprng Ujvala Energy Private Limited (Actis),Sprng,0,2.02,2.38,Not Applicable,,,300,Unsuccessful,No
41,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,SJVNL,SJVN,0,2.07,2.39,Not Applicable,,,250,Unsuccessful,No
42,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Talettutayi Solar Projects (Solar Arise),Solar Arise,0,2.2,2.43,Not Applicable,,,100,Unsuccessful,No
43,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Vector Green Energy,Vector Green,0,2.31,2.42,Not Applicable,,,300,Unsuccessful,No
44,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Jakson Power Private Limited,Jakson,0,2.35,2.44,Not Applicable,,,200,Unsuccessful,No
45,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,TATA Power Company,Tata,0,2.36,2.39,Not Applicable,,,600,Unsuccessful,No
46,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Jupiner Green Energy,Juniper,0,2.38,2.39,Not Applicable,,,250,Unsuccessful,No
47,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,ABC Renewable Energy (Axis),ABC,0,2.39,2.39,Not Applicable,,,400,Unsuccessful,No
48,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,Ayana Renewable Energy,Ayana,0,2.39,2.39,Not Applicable,,,300,Unsuccessful,No
49,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,AMP Renewable,Amp,0,2.42,2.42,Not Applicable,,,150,Unsuccessful,No
50,SECI,Central REIA,1070,Solar,Solar,STU,SECI Rajasthan Tranche-III 1070 MW Solar,,,23-Nov-20,FY 2021,O2 Power,O2 Power,0,2.43,2.43,Not Applicable,,,300,Unsuccessful,No
35,KSEB,State,200,Solar,Solar,ISTS,KSEB 200 MW ISTS Solar,,,12-Nov-20,FY 2021,NTPC,NTPC,90,2.973,2.993,PPA Signed,,,90,Full Capacity Won,Yes
36,KSEB,State,200,Solar,Solar,ISTS,KSEB 200 MW ISTS Solar,,,12-Nov-20,FY 2021,TATA,Tata,110,2.979,2.999,PPA Signed,,,200,Partial Capacity Won,Yes
34,GUVNL,State,100,Solar,Solar,STU,GUVNL 100 MW - Phase X_Raghanesda,,,28-Sep-20,FY 2021,SJVN,SJVN,100,2.73,2.73,COD achieved,,,100,Full Capacity Won,Yes
32,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200 MW - Wind (solar blended) Tranche IX,,,14-Aug-20,FY 2021,JSW,JSW,810,2.78,3,PPA Signed,,,810,Full Capacity Won,Yes
33,SECI,Central REIA,1200,Wind,Wind,ISTS,SECI 1200 MW - Wind (solar blended) Tranche IX,,,14-Aug-20,FY 2021,Vena Energy Clean,Vena Energy,160,2.78,2.99,PPA Signed,,,160,Full Capacity Won,Yes
27,GUVNL,State,700,Solar,Solar,STU,GUVNL 700MW - Phase IX_Dholera,,,13-Aug-20,FY 2021,TQ Green Power (O2 Power SG PTE LTD),O2 Power,200,2.81,2.84,PPA Signed,,,500,Partial Capacity Won,Yes
28,GUVNL,State,700,Solar,Solar,STU,GUVNL 700MW - Phase IX_Dholera,,,13-Aug-20,FY 2021,Renew Power,Renew,200,2.79,2.8,PPA Signed,,,200,Full Capacity Won,Yes
29,GUVNL,State,700,Solar,Solar,STU,GUVNL 700MW - Phase IX_Dholera,,,13-Aug-20,FY 2021,SJVN,SJVN,100,2.8,2.82,PPA Signed,,,100,Full Capacity Won,Yes
30,GUVNL,State,700,Solar,Solar,STU,GUVNL 700MW - Phase IX_Dholera,,,13-Aug-20,FY 2021,TATA,Tata,100,2.78,2.78,PPA Signed,,,100,Full Capacity Won,Yes
31,GUVNL,State,700,Solar,Solar,STU,GUVNL 700MW - Phase IX_Dholera,,,13-Aug-20,FY 2021,VENA Energy Clean,Vena Energy,100,2.78,2.78,PPA Signed,,,100,Full Capacity Won,Yes
22,NTPC,Central REIA,1200,Solar,Solar,ISTS,NTPC 1.2 GW ISTS,,,6-Aug-20,FY 2021,AMP Energy Green,Amp,100,2.44,2.44,Tender Cancelled,,,100,Full Capacity Won,Yes
